feature_a,feature_b,cluster_eda_a,cluster_eda_b,mismo_cluster_eda,fusionado_en_P,ambas_en_51,pearson_r,pearson_abs,spearman_abs,H_x,H_y,H_xy,bins_x,bins_y,mi_bits,bias_bits,mi_corr_bits,nmi_sqrt,nmi_max,u_x_given_y,u_y_given_x,r_info,g_stat,g_dof,g_pvalue,mi_ref_gauss_bits,gauss_ratio,nmi_sqrt_B10,nmi_max_B10,r_info_B10,mi_corr_bits_B10,mi_ref_gauss_bits_B10,gauss_ratio_B10,bins_x_B10,bins_y_B10,nmi_sqrt_B50,nmi_max_B50,r_info_B50,mi_corr_bits_B50,mi_ref_gauss_bits_B50,gauss_ratio_B50,bins_x_B50,bins_y_B50,nmi_sqrt_qcut20,nmi_max_qcut20,r_info_qcut20,mi_corr_bits_qcut20,mi_ref_gauss_bits_qcut20,gauss_ratio_qcut20,bins_x_qcut20,bins_y_qcut20,ksg_mi_nats,ksg_r_info
Protocol,Bwd Packet Length Min,,,False,False,True,0.75052209682934,0.75052209682934,0.9230727344664296,1.0067026390969698,2.4951176460853897,2.5638356064491323,3,10,0.9379846787332271,6.182916917497811e-06,0.9379784958163097,0.5918297118585119,0.3759255589763119,0.9317334229477069,0.3759255589763119,0.8529676723888903,2730687.335764212,18,0.0,0.5956974921026231,1.5745886263605764,0.6451027786857477,0.4472333636577495,0.8526959543402325,0.9367524502395598,0.5931276583038906,1.5793437333849842,3,6,0.5281750454551277,0.2988863011367406,0.8533299871286882,0.9396171898352174,0.5968107080113104,1.5743973377525429,3,25,0.5081352537940675,0.33068107568921984,0.8146666823070728,0.7860506279272906,0.5668861873440815,1.3866110084812906,3,10,0.6616286286063247,0.8565824016664307
Protocol,Bwd Packet Length Mean,,0.0,False,False,False,-0.4204811235258314,0.4204811235258314,0.16264818928882346,1.0067026390969698,4.070096207379612,4.467147180376163,3,18,0.6096516661004188,1.1678843066384755e-05,0.6096399872573524,0.30117609933460454,0.14978515400987233,0.6055809963945364,0.14978515400987233,0.755316476934615,1774812.7489109554,34,0.0,0.675069246788405,0.9030777067059005,0.30991877160185005,0.17508773969057248,0.7313965377247765,0.5522570070745747,0.6675917763657004,0.8272375823456123,3,9,0.2771596107375428,0.12380546646279245,0.7611404355269107,0.6246277460611827,0.6769162018467074,0.9227549057876356,3,41,0.306271627173778,0.15524794058536268,0.7547716412175345,0.608259486621275,0.674727128483175,0.9014895962293336,3,17,0.5801440377662299,0.8286157817766935
Protocol,Bwd Packet Length Std,,0.0,False,False,False,-0.460508343659345,0.460508343659345,0.6771586126512033,1.0067026390969698,2.1396294861960494,2.7088271828581907,3,9,0.4375049424348285,5.495926148886944e-06,0.4374994465086796,0.29809700812615764,0.20447439583873472,0.4345865695764187,0.20447439583873472,0.6743483634538494,1273669.0695082464,16,0.0,0.518577842272868,0.8436524101978,0.32174238576789027,0.2441455704107867,0.6683049171300716,0.42684373715852963,0.5166735706846084,0.8261381293278627,3,5,0.2704076514962214,0.1665351602282281,0.6768643799797259,0.44201114560370935,0.5190992354542686,0.8514964296121554,3,21,0.3042940079101613,0.22053807856781013,0.6658998622168685,0.42267291740239427,0.46803762517859787,0.9030746561050664,3,8,0.3331156831341815,0.697394681397233
Protocol,Flow Bytes/s,,,False,False,True,0.1072314485086441,0.1072314485086441,0.5171105703126169,1.0067026390969698,4.093836622396378,4.660649653848045,3,18,0.43988960764530205,1.1678843066384755e-05,0.43987792880223564,0.21667874651533972,0.10744882353041917,0.436949215904325,0.10744882353041917,0.675677888291514,1280593.4195933733,34,0.0,0.675120648636161,0.6515545476069369,0.22638712364716418,0.12488365746819595,0.6603179050370789,0.41314170825293056,0.6695653634780868,0.617029689389618,3,10,0.20176509633529072,0.08843504190642484,0.6884665621148781,0.4634137326516218,0.6770220963477659,0.684488342628008,3,44,0.21297436207778647,0.10573659793286692,0.6711607951439404,0.4318476159451081,0.6750874978811425,0.639691324903102,3,18,0.3563317845815952,0.7139072687684461
Protocol,Flow Packets/s,,8.0,False,False,True,-0.057508259277901104,0.057508259277901104,0.2611187581291435,1.0067026390969698,4.32176595458307,4.950940069651266,3,20,0.3775285240287731,1.3052824603606492e-05,0.3775154712041695,0.18098956194229956,0.08735213224673322,0.37500196834966837,0.08735213224673322,0.6383308884241147,1099040.8851272513,38,0.0,0.676313011651313,0.5581963746082788,0.1808991615501586,0.09958484707600637,0.6064928531989402,0.3308118471287594,0.668893628519185,0.494565702264379,3,10,0.18813976848188366,0.07948140854184366,0.6803458480598129,0.4483290317670935,0.6792224205101526,0.6600621802654292,3,50,0.18098956194229956,0.08735213224673322,0.6383308884241147,0.3775154712041695,0.676313011651313,0.5581963746082788,3,20,0.3849993783079615,0.7327935288915545
Protocol,Flow IAT Mean,,3.0,False,False,True,-0.020567010764041584,0.020567010764041584,0.2476364809109076,1.0067026390969698,4.321892087028573,5.024950362486139,3,20,0.3036443636394033,1.3052824603606492e-05,0.30363131081479966,0.14556567933516135,0.07025425547437837,0.30160972964882893,0.07025425547437837,0.5861390139742434,883945.8248580499,38,0.0,0.6762970827104382,0.4489614380678938,0.13930084341627952,0.07668502089103693,0.5454585128720693,0.2547405949401447,0.6689020278763286,0.38083394028406653,3,10,0.15340955875256504,0.06480136121750371,0.6305619870967696,0.3656132445759045,0.6792132052040895,0.5382893644802523,3,50,0.14556567933516135,0.07025425547437837,0.5861390139742434,0.30363131081479966,0.6762970827104382,0.4489614380678938,3,20,0.3540390003592577,0.7123271397861418
Protocol,Flow IAT Std,,3.0,False,False,True,-0.04284303924756871,0.04284303924756871,0.4018782320527103,1.0067026390969698,3.7760331756146313,4.46723522432379,3,16,0.31550059038781075,1.0304861529163019e-05,0.3154902855262816,0.16181451911698208,0.08355071866521108,0.313389747154415,0.08355071866521108,0.5951996544728771,918470.2326181757,30,0.0,0.6740511607695592,0.468050949079427,0.15842688752476108,0.09054475444842688,0.5664028645817293,0.27905878049849914,0.6686459633778492,0.417349084242963,3,9,0.17876441445340466,0.08184769624238887,0.6481488892907404,0.39305822503335147,0.6760058352602889,0.5814420594195145,3,39,0.17754774164748074,0.09211433592143548,0.6162196232664863,0.3445119468455993,0.6738949532999412,0.5112249990277964,3,16,0.3149592486025963,0.6836408337013347
Protocol,Flow IAT Max,,2.0,False,False,True,-0.14861624207285384,0.14861624207285384,0.3389512524606655,1.0067026390969698,4.321635146952657,4.8557466564483205,3,20,0.4725911296013061,1.3052824603606492e-05,0.4725780767767025,0.22656818078793178,0.10935168303366252,0.46943164587371444,0.10935168303366252,0.6932724334706615,1375791.6361300768,38,0.0,0.6762449987042511,0.6988267235723834,0.23206498786823365,0.12775128897634905,0.6668871046307365,0.4243802471006682,0.6689053205915655,0.6344399334802052,3,10,0.23613614277457476,0.09977556468398174,0.7359098852287015,0.5626028689601655,0.6791964160775489,0.8283360389462494,3,50,0.22656818078793178,0.10935168303366252,0.6932724334706615,0.4725780767767025,0.6762449987042511,0.6988267235723834,3,20,0.4509255474352915,0.7708321757260791
Protocol,Flow IAT Min,,,False,False,True,-0.033564109881852745,0.033564109881852745,0.21013179507208313,1.0067026390969698,3.2018379785081974,3.9362499405029157,3,12,0.2722906771022515,7.556898454719548e-06,0.2722831202037968,0.1516597861655214,0.0850396309967749,0.2704702556934187,0.0850396309967749,0.5607160576188018,792683.4905056085,22,0.0,0.6491984344848605,0.41941432039936094,0.11017169822270649,0.06764107680405895,0.47067396125286004,0.18064701184767903,0.640859432756548,0.2818824263390438,3,7,0.16632424986102118,0.08573524702476244,0.6021356806234066,0.324827620277784,0.6517102834744446,0.4984233462544732,3,24,0.15109912290860614,0.08544236926936344,0.5579199759994862,0.26899970968141257,0.6489447850279435,0.41451863993302523,3,12,0.2458073084151424,0.6231869419181097
Protocol,Fwd IAT Total,,5.0,False,False,False,-0.2987626177889394,0.2987626177889394,0.5304645849728369,1.0067026390969698,3.6801476172768703,4.2239784784805945,3,15,0.46287177789324563,9.617870760552152e-06,0.4628621600224851,0.24047418110315902,0.12577271570562176,0.4597804178179971,0.12577271570562176,0.6881742810399601,1347506.199998632,28,0.0,0.6727960310319642,0.6879680299429334,0.2506735662299663,0.1431666511307224,0.6767758274482145,0.4418515878313997,0.6683677822754515,0.6610904947080489,3,9,0.2298630398438463,0.11011733186645178,0.6986454800274483,0.48304080421465795,0.6740305356949815,0.7166452833128736,3,31,0.2382821259608163,0.1281452328185013,0.6790945086529253,0.4460480911248013,0.6712600136905733,0.6644937610277698,3,14,0.3693973382423063,0.7227106344458301
Protocol,Fwd IAT Mean,,3.0,False,False,True,0.03088673164863912,0.03088673164863912,0.5116753207493385,1.0067026390969698,3.6798732404885786,4.227681157706856,3,15,0.45889472187869274,9.617870760552152e-06,0.4588851040079322,0.2384168398103473,0.12470133453482919,0.4558298410934537,0.12470133453482919,0.6860564833366409,1335928.0065315068,28,0.0,0.6727875698339935,0.6820653718693993,0.2527253365510087,0.14437600719229599,0.6787115712548022,0.4453523489535249,0.6683658048920069,0.6663302426513037,3,9,0.23806274460493726,0.11405098540324969,0.7072281194091541,0.5002476275537792,0.6740316713355728,0.7421722877836794,3,31,0.23656825682761565,0.12729023364809716,0.6771952394400745,0.4426077998174441,0.6710822689816593,0.6595432784851906,3,14,0.3817106155274636,0.7307057095958717
Protocol,Fwd IAT Std,,11.0,False,False,True,-0.2532041889108628,0.2532041889108628,0.6880151574403411,1.0067026390969698,2.3968104818211486,2.966618491808097,3,10,0.4368946291100215,6.182916917497811e-06,0.436888446193104,0.28125684997923295,0.18227909528380679,0.43397963730878936,0.18227909528380679,0.674005693540714,1271890.296507232,18,0.0,0.5717725562654948,0.7640948160342288,0.3107572192474651,0.22752907430023783,0.668551908119868,0.42727428923770994,0.5681227367563157,0.7520809529244034,3,5,0.25715100705293276,0.14974431810255528,0.6782730133920287,0.44455685716390303,0.5725179278156168,0.7764942119106452,3,23,0.2632139048619881,0.17923983272866806,0.6456956607252197,0.3891206990195419,0.528213490572,0.736673155769204,3,9,0.3325477940949755,0.6969760601481311
Protocol,Fwd IAT Max,,2.0,False,False,False,-0.14928117530068083,0.14928117530068083,0.5176771292224062,1.0067026390969698,3.680061915617628,4.231053759066453,3,15,0.45571079564814454,9.617870760552152e-06,0.455701177777384,0.23675654010473296,0.12382975836451471,0.45266711348462946,0.12382975836451471,0.6843478369890549,1326658.8099832437,28,0.0,0.6727877739057938,0.6773327272757381,0.25467437980434793,0.14545365591779297,0.6806566805431957,0.44889738970266574,0.6683673218139594,0.671632760985907,3,9,0.23441724315159448,0.11230312301333388,0.703448366412259,0.49259327878581033,0.674031536461079,0.7308163670977648,3,31,0.23453894215811577,0.1261364881633787,0.6752025689403784,0.43902615667268835,0.6712470197040465,0.6540455954147184,3,14,0.3738493681972681,0.725634312556929
Protocol,Fwd IAT Min,,3.0,False,False,False,0.0986106596933948,0.0986106596933948,0.14539318194920237,1.0067026390969698,3.022337104336701,3.8895355810312853,3,10,0.13950416240238583,6.182916917497811e-06,0.13949797948546833,0.07997345564573685,0.04615566519211408,0.1385692001469277,0.04615566519211408,0.41932756473016514,406113.1120219874,18,0.0,0.6538199560112764,0.21335839966784742,0.06482172022457149,0.03957273868627508,0.3711167739013758,0.10689224637135972,0.6518729372746381,0.16397711925004388,3,7,0.09284230012586255,0.05084504773177132,0.4590061246600582,0.17066494710917893,0.6540406788876022,0.2609393461572563,3,17,0.0806383652974889,0.049457869406297546,0.4094350856101293,0.1323577067754696,0.6418089051550014,0.2062260366167781,3,10,0.1444309472069882,0.5008835639990833
Protocol,Bwd IAT Total,,5.0,False,False,False,-0.2778897203346582,0.2778897203346582,0.48324495597877326,1.0067026390969698,3.54008094296978,4.014802850200002,3,14,0.5319807318667475,8.930879991941284e-06,0.5319718009867556,0.28179378598455207,0.1502710840674969,0.5284299259053734,0.1502710840674969,0.7222722635280209,1548701.4536234045,26,0.0,0.6723169924520915,0.7912514587003588,0.3032026092887872,0.17799836473690003,0.7166800710901207,0.5199374064059009,0.6662144012251406,0.7804355556555932,3,8,0.2612338771623881,0.1274398582272771,0.7255128398101796,0.5390821102727589,0.6733442941467901,0.80060396287436,3,29,0.27876208074131364,0.15021628091833408,0.717074565002152,0.520776761713373,0.671114022796357,0.7759884967735171,3,14,0.3937567439092806,0.7382582948665602
Protocol,Bwd IAT Mean,,3.0,False,False,True,0.026460206099374457,0.026460206099374457,0.46982628502585316,1.0067026390969698,3.539201103388576,3.9985946575698397,3,14,0.5473090849157063,8.930879991941284e-06,0.5473001540357143,0.2899494881803503,0.1546394618581314,0.5436562225829191,0.1546394618581314,0.7292010445596906,1593326.0795989572,26,0.0,0.6722836126313312,0.8140911718695192,0.3076434234458749,0.1806055349632311,0.7202344013921996,0.5275521803580098,0.6661985190774907,0.7918843486601117,3,8,0.2771558685046329,0.13521105442147455,0.7398973818479194,0.5719224771683468,0.6733495022159385,0.8493694215057654,3,29,0.28746175002875274,0.15491988510069296,0.7245574036500236,0.5369751293201062,0.6710964908370141,0.8001459352743341,3,14,0.4137882960462935,0.7502617589327025
Protocol,Bwd IAT Std,,11.0,False,False,True,-0.20738390500645884,0.20738390500645884,0.6914492257938422,1.0067026390969698,2.15286567511502,2.707442059162671,3,9,0.4521262550493188,5.495926148886944e-06,0.4521207591231699,0.30711100400875324,0.2100088102798214,0.449110533303787,0.2100088102798214,0.6824122361727767,1316235.3259487962,16,0.0,0.5225654497004948,0.8651945117732146,0.3374947025738588,0.25540054596719164,0.6806940941701543,0.44896584832644804,0.5205288101647807,0.8625187301051053,3,5,0.2775906201237787,0.1702918260637085,0.6842556370830631,0.45552999480049905,0.5231263294906799,0.8707839179954998,3,21,0.2802108226062448,0.20307901422977917,0.6457638781210951,0.38922969922107625,0.4680653226738441,0.8315713221342358,3,8,0.3179561216039976,0.6859648105380265
Protocol,Bwd IAT Max,,2.0,False,False,True,-0.12027003807727026,0.12027003807727026,0.4737579216323901,1.0067026390969698,3.539857551043754,3.9995104388333482,3,14,0.5470497513073758,8.930879991941284e-06,0.5470408204273838,0.2897852247383859,0.15453752376732915,0.5433986156210826,0.15453752376732915,0.7290855818062109,1592571.0953395474,26,0.0,0.6723071726813665,0.8136769064140991,0.3091727758916188,0.18150343566676558,0.7214457450550946,0.5301745146607083,0.6662113211980988,0.7958053215115812,3,8,0.2701324447978697,0.13178625138389188,0.7336615880886019,0.5574226358427617,0.6733301711945655,0.8278592875970932,3,29,0.28666235168294807,0.1544769398237242,0.7238969710646778,0.5355239129629226,0.6711048812753648,0.7979735029571163,3,14,0.4170634475126329,0.752161242804223
Protocol,Bwd IAT Min,,3.0,False,False,False,0.09573450346420562,0.09573450346420562,0.12460576358049526,1.0067026390969698,3.1832387834344984,4.034184665819533,3,11,0.155756756711936,6.86990768610868e-06,0.1557498868042499,0.0870046626437909,0.04892811925224357,0.15471290205810956,0.04892811925224357,0.44067716150733965,453426.4328447513,20,0.0,0.6631056808907962,0.2348794336899967,0.07948413970246082,0.04710355333034874,0.41316723117445014,0.13502323006173253,0.6607090071766563,0.20436111600584075,3,8,0.09666273644317704,0.05169267494923727,0.47218234039551776,0.1819660517034906,0.6626773813079457,0.274592217625323,3,19,0.08831521781308692,0.05213904745463357,0.4340700212371174,0.15059453202744427,0.6574520276175716,0.22905782582062778,3,10,0.138534473517117,0.4919326851278712
Protocol,Fwd PSH Flags,,,False,False,True,-0.15756289650777167,0.15756289650777167,0.7141194734664634,1.0067026390969698,1.7502177825891423,2.2502111848814765,3,6,0.5067092368046353,3.43495384305434e-06,0.5067058018507923,0.3817325799047242,0.2895101437612006,0.5033321481160677,0.2895101437612006,0.7103707268280596,1475145.8826015333,10,0.0,0.49567660434119676,1.0222507929827642,0.40776696145936075,0.33034536858753344,0.7103713909585118,0.5067071758323299,0.49540654716606747,1.0228108181672342,3,4,0.36769802703190396,0.26861465040656957,0.7103697306288459,0.5067037408784869,0.4957161294393843,1.022165127956455,3,9,0.21704413002919987,0.19577391580555523,0.5340819038897877,0.24223810992557623,0.27677180035595306,0.8752268461383587,3,6,0.3492487903597183,0.7089908716837987
Protocol,Bwd PSH Flags,,9.0,False,False,False,-0.06570354459508336,0.06570354459508336,0.707124191743158,1.0067026390969698,1.7057823218196313,2.2170563798428367,3,6,0.49542858107376464,3.43495384305434e-06,0.4954251461199216,0.3780642724914255,0.2904386683943531,0.49212659913589457,0.2904386683943531,0.704853797677622,1442305.1043952096,10,0.0,0.4882974367396017,1.0145970649117313,0.40097452724406213,0.3267048070216582,0.7048544775556902,0.4954265201014588,0.48819549947104635,1.0148117314441596,3,4,0.3614716421168417,0.26550544481883154,0.704852777856862,0.49542308514761574,0.4883606504707964,1.0144615145999394,3,9,0.20703069359300055,0.19759300306857086,0.5110782712673787,0.21837309003815839,0.25063485197676405,0.8712798252750715,3,5,0.3442743261697751,0.705475329945335
Protocol,Fwd URG Flags,,6.0,False,False,False,-0.005487384761666359,0.005487384761666359,0.006328960822749378,1.0067026390969698,0.0007723970866196164,1.0074336586280634,3,5,4.137755552591216e-05,2.747963074443472e-06,3.862959245146869e-05,0.0013853171451338642,3.8372396128930505e-05,3.8372396128930505e-05,0.05001260766082183,0.007317824287711854,112.46029558615406,8,1.1876341801585889e-20,3.907005676338138e-05,0.9887262945487829,0.0013853171451338642,3.8372396128930505e-05,0.007317824287711854,3.862959245146869e-05,3.907005676338138e-05,0.9887262945487829,3,5,0.0013853171451338642,3.8372396128930505e-05,0.007317824287711854,3.862959245146869e-05,3.907005676338138e-05,0.9887262945487829,3,5,0.0013853171451338642,3.8372396128930505e-05,0.007317824287711854,3.862959245146869e-05,3.907005676338138e-05,0.9887262945487829,3,5,0.0049391813223946,0.0991450043270839
Protocol,Bwd URG Flags,,,False,False,True,-0.0006562029733400973,0.0006562029733400973,0.0006562682895371169,1.0067026390969698,1.0687829798558877e-05,1.0067128820205258,3,2,4.449062425138095e-07,6.86990768610868e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,3.329321253080773e-07,0.0,0.0,0.0,0.0,0.0,3.329321253080773e-07,0.0,3,2,0.0,0.0,0.0,0.0,3.329321253080773e-07,0.0,3,2,0.0,0.0,0.0,0.0,3.329321253080773e-07,0.0,3,2,0.0,0.0
Protocol,Fwd Header Length,,1.0,False,False,False,-0.014124807185230733,0.014124807185230733,0.8560339448081553,1.0067026390969698,3.297335013694899,3.420963231998706,3,13,0.8830744207931627,8.243889223330415e-06,0.8830661769039393,0.4846867082699369,0.26781208862195677,0.8771867109597183,0.26781208862195677,0.8402405370127386,2570823.997211917,24,0.0,0.6567918813063186,1.3445144528089705,0.5111299016744406,0.3057141790776469,0.8346113234240762,0.8602965912639527,0.6521678183229221,1.319133767557318,3,8,0.4749813249114981,0.2412918124908605,0.8536932291107495,0.9412645240837452,0.6583884853017312,1.429649128283851,3,26,0.5044606044463845,0.2751066229581254,0.851464138282383,0.9312250997162068,0.6575557245699004,1.4161919133550398,3,14,0.6638158147360276,0.8572605299517359
